method,group_kind,group,dist_from_train,n,known_true_slope,derived_prediction_slope,abs_slope_error,known_true_prevalence,derived_prediction_prevalence,prevalence_error,abs_prevalence_error,auc,liability_pseudo_r2,mae_true_risk,rmse_true_risk,brier,dem,pheno,seed,pgs_mode,centers
linpc,distance,4.0,4.0,250,0.2495697697747476,0.1626893972389593,0.0868803725357882,0.2319754588097468,0.2712295936360195,0.0392541348262727,0.0392541348262727,0.5981000000000001,0.0179303012170706,0.1838786239755565,0.2153982076558671,0.1629075112188638,serial1d,phenoA,1,realpt,20
linpc,distance,5.0,5.0,250,0.0993102580773921,0.1629380167351095,0.0636277586577174,0.2644905803070523,0.3057505520421057,0.0412599717350533,0.0412599717350533,0.5857142857142857,1.0477117194257784e-05,0.1882783277945191,0.2260607015512934,0.1989897534224835,serial1d,phenoA,1,realpt,20
linpc,distance,6.0,6.0,250,0.0216104921512918,0.1654639943388558,0.1438535021875639,0.2016450857272171,0.316657955838825,0.1150128701116078,0.1150128701116078,0.5494137353433836,7.564544124007598e-06,0.2060887903475471,0.2337590084332033,0.1741503360709946,serial1d,phenoA,1,realpt,20
linpc,distance,7.0,7.0,250,0.1767218097297738,0.1694004335970909,0.0073213761326829,0.2852386923050897,0.3285151590635307,0.043276466758441,0.043276466758441,0.5462803092860897,0.0177371679316546,0.2041791674853194,0.241168264457646,0.2123943579407853,serial1d,phenoA,1,realpt,20
linpc,distance,8.0,8.0,250,0.2993410524017671,0.1638480597412111,0.135492992660556,0.3064159495977333,0.3285162587467839,0.0221003091490506,0.0221003091490506,0.5977923670730827,0.0156383400023123,0.2004508614369711,0.2390897934464367,0.2173472952138363,serial1d,phenoA,1,realpt,20
linpc,distance,9.0,9.0,250,0.1557789206848383,0.1644278986540915,0.0086489779692531,0.4153837493115623,0.3210406071384851,-0.0943431421730771,0.0943431421730771,0.4680735930735931,0.0023823161226268,0.2039299455220306,0.2559862383821903,0.2434268463657879,serial1d,phenoA,1,realpt,20
linpc,deme,0.0,0.0,250,0.3518990958076555,0.1265852950594257,0.2253138007482298,0.0586611144146464,0.0504400685272277,-0.0082210458874186,0.0082210458874186,0.5803952991452992,0.1549208395228558,0.0548887079819033,0.0892435047961292,0.0594600170588203,serial1d,phenoA,1,realpt,20
linpc,deme,1.0,1.0,250,0.0760457258974025,0.1445782395184488,0.0685325136210462,0.1295783966701147,0.1362935063059327,0.0067151096358179,0.0067151096358179,0.4748010610079575,0.0228274401316065,0.1095609862906988,0.1447617228791583,0.1050849192585034,serial1d,phenoA,1,realpt,20
linpc,deme,2.0,2.0,250,0.1316774506399451,0.1598509340109305,0.0281734833709854,0.2180498614020683,0.1965204342127208,-0.0215294271893474,0.0215294271893474,0.521105010295127,0.0034079267768203,0.1569540129245875,0.1969788147422349,0.1900125418034564,serial1d,phenoA,1,realpt,20
linpc,deme,3.0,3.0,250,0.1852018743168409,0.1599587943180588,0.025243079998782,0.3027738519704872,0.2267106505053715,-0.0760632014651156,0.0760632014651156,0.508253756754756,0.0080987969028633,0.1710359428606053,0.2178019273715447,0.224188277795365,serial1d,phenoA,1,realpt,20
linpc,deme,4.0,4.0,250,0.2495697697747476,0.1626893972389593,0.0868803725357882,0.2319754588097468,0.2712295936360195,0.0392541348262727,0.0392541348262727,0.5981000000000001,0.0179303012170706,0.1838786239755565,0.2153982076558671,0.1629075112188638,serial1d,phenoA,1,realpt,20
linpc,deme,5.0,5.0,250,0.0993102580773921,0.1629380167351095,0.0636277586577174,0.2644905803070523,0.3057505520421057,0.0412599717350533,0.0412599717350533,0.5857142857142857,1.0477117194257784e-05,0.1882783277945191,0.2260607015512934,0.1989897534224835,serial1d,phenoA,1,realpt,20
linpc,deme,6.0,6.0,250,0.0216104921512918,0.1654639943388558,0.1438535021875639,0.2016450857272171,0.316657955838825,0.1150128701116078,0.1150128701116078,0.5494137353433836,7.564544124007598e-06,0.2060887903475471,0.2337590084332033,0.1741503360709946,serial1d,phenoA,1,realpt,20
linpc,deme,7.0,7.0,250,0.1767218097297738,0.1694004335970909,0.0073213761326829,0.2852386923050897,0.3285151590635307,0.043276466758441,0.043276466758441,0.5462803092860897,0.0177371679316546,0.2041791674853194,0.241168264457646,0.2123943579407853,serial1d,phenoA,1,realpt,20
linpc,deme,8.0,8.0,250,0.2993410524017671,0.1638480597412111,0.135492992660556,0.3064159495977333,0.3285162587467839,0.0221003091490506,0.0221003091490506,0.5977923670730827,0.0156383400023123,0.2004508614369711,0.2390897934464367,0.2173472952138363,serial1d,phenoA,1,realpt,20
linpc,deme,9.0,9.0,250,0.1557789206848383,0.1644278986540915,0.0086489779692531,0.4153837493115623,0.3210406071384851,-0.0943431421730771,0.0943431421730771,0.4680735930735931,0.0023823161226268,0.2039299455220306,0.2559862383821903,0.2434268463657879,serial1d,phenoA,1,realpt,20
znorm,distance,0.0,0.0,250,0.3518990958076555,0.1102073506843874,0.241691745123268,0.0586611144146464,0.2497557825671734,0.191094668152527,0.191094668152527,0.5953525641025641,0.1702074071687142,0.2008381176195498,0.2098190536150965,0.0936904253183776,serial1d,phenoA,1,realpt,20
znorm,distance,1.0,1.0,250,0.0760457258974025,0.112108355622372,0.0360626297249695,0.1295783966701147,0.2454043714470162,0.1158259747769014,0.1158259747769014,0.4819784677796848,0.0248778304102053,0.1661698657280862,0.1851357600568356,0.1214904712126364,serial1d,phenoA,1,realpt,20
znorm,distance,2.0,2.0,250,0.1316774506399451,0.1428312504150028,0.0111537997750577,0.2180498614020683,0.2504150195482376,0.0323651581461692,0.0323651581461692,0.521105010295127,0.0049479386762635,0.1683178206885943,0.1979491356235086,0.1872620218966129,serial1d,phenoA,1,realpt,20
znorm,distance,3.0,3.0,250,0.1852018743168409,0.2078190145595806,0.0226171402427397,0.3027738519704872,0.2438609233711082,-0.0589129285993789,0.0589129285993789,0.5004071359834185,0.0091588514936513,0.1685877692278192,0.212634033877296,0.2220072176005235,serial1d,phenoA,1,realpt,20
znorm,distance,4.0,4.0,250,0.2495697697747476,0.2201450082047673,0.0294247615699803,0.2319754588097468,0.2489630417075932,0.0169875828978463,0.0169875828978463,0.6009,0.0265265399116344,0.1752301373304442,0.2111376136475062,0.1598639365590392,serial1d,phenoA,1,realpt,20
znorm,distance,5.0,5.0,250,0.0993102580773921,0.2102460952371006,0.1109358371597085,0.2644905803070523,0.2438289930039227,-0.0206615873031296,0.0206615873031296,0.5777777777777777,4.8587499260263584e-05,0.1746766549015532,0.2235123340342795,0.1997240792037552,serial1d,phenoA,1,realpt,20
znorm,distance,6.0,6.0,250,0.0216104921512918,0.2276750953354254,0.2060646031841335,0.2016450857272171,0.24474136067859,0.0430962749513728,0.0430962749513728,0.5677406641048379,0.0001034295784557,0.1750259302466847,0.208387068551056,0.1623664567279909,serial1d,phenoA,1,realpt,20
znorm,distance,7.0,7.0,250,0.1767218097297738,0.2049533602145262,0.0282315504847524,0.2852386923050897,0.2547348389002929,-0.0305038534047967,0.0305038534047967,0.5452293371368516,0.0184234247853953,0.191355146640134,0.2394115496648967,0.2150926833152151,serial1d,phenoA,1,realpt,20
znorm,distance,8.0,8.0,250,0.2993410524017671,0.2103431573010138,0.0889978951007532,0.3064159495977333,0.2507885020901596,-0.0556274475075736,0.0556274475075736,0.6074597792367074,0.0231467328229441,0.1926402011923484,0.2434915586150494,0.2230501734644316,serial1d,phenoA,1,realpt,20
znorm,distance,9.0,9.0,250,0.1557789206848383,0.2073533265379573,0.0515744058531189,0.4153837493115623,0.2503592278219643,-0.165024521489598,0.165024521489598,0.4795048701298701,0.0031964536718381,0.2265035669413918,0.2896554358684145,0.2571784684649372,serial1d,phenoA,1,realpt,20
znorm,deme,0.0,0.0,250,0.3518990958076555,0.1102073506843874,0.241691745123268,0.0586611144146464,0.2497557825671734,0.191094668152527,0.191094668152527,0.5953525641025641,0.1702074071687142,0.2008381176195498,0.2098190536150965,0.0936904253183776,serial1d,phenoA,1,realpt,20
znorm,deme,1.0,1.0,250,0.0760457258974025,0.112108355622372,0.0360626297249695,0.1295783966701147,0.2454043714470162,0.1158259747769014,0.1158259747769014,0.4819784677796848,0.0248778304102053,0.1661698657280862,0.1851357600568356,0.1214904712126364,serial1d,phenoA,1,realpt,20
znorm,deme,2.0,2.0,250,0.1316774506399451,0.1428312504150028,0.0111537997750577,0.2180498614020683,0.2504150195482376,0.0323651581461692,0.0323651581461692,0.521105010295127,0.0049479386762635,0.1683178206885943,0.1979491356235086,0.1872620218966129,serial1d,phenoA,1,realpt,20
znorm,deme,3.0,3.0,250,0.1852018743168409,0.2078190145595806,0.0226171402427397,0.3027738519704872,0.2438609233711082,-0.0589129285993789,0.0589129285993789,0.5004071359834185,0.0091588514936513,0.1685877692278192,0.212634033877296,0.2220072176005235,serial1d,phenoA,1,realpt,20
znorm,deme,4.0,4.0,250,0.2495697697747476,0.2201450082047673,0.0294247615699803,0.2319754588097468,0.2489630417075932,0.0169875828978463,0.0169875828978463,0.6009,0.0265265399116344,0.1752301373304442,0.2111376136475062,0.1598639365590392,serial1d,phenoA,1,realpt,20
znorm,deme,5.0,5.0,250,0.0993102580773921,0.2102460952371006,0.1109358371597085,0.2644905803070523,0.2438289930039227,-0.0206615873031296,0.0206615873031296,0.5777777777777777,4.8587499260263584e-05,0.1746766549015532,0.2235123340342795,0.1997240792037552,serial1d,phenoA,1,realpt,20
znorm,deme,6.0,6.0,250,0.0216104921512918,0.2276750953354254,0.2060646031841335,0.2016450857272171,0.24474136067859,0.0430962749513728,0.0430962749513728,0.5677406641048379,0.0001034295784557,0.1750259302466847,0.208387068551056,0.1623664567279909,serial1d,phenoA,1,realpt,20
znorm,deme,7.0,7.0,250,0.1767218097297738,0.2049533602145262,0.0282315504847524,0.2852386923050897,0.2547348389002929,-0.0305038534047967,0.0305038534047967,0.5452293371368516,0.0184234247853953,0.191355146640134,0.2394115496648967,0.2150926833152151,serial1d,phenoA,1,realpt,20
znorm,deme,8.0,8.0,250,0.2993410524017671,0.2103431573010138,0.0889978951007532,0.3064159495977333,0.2507885020901596,-0.0556274475075736,0.0556274475075736,0.6074597792367074,0.0231467328229441,0.1926402011923484,0.2434915586150494,0.2230501734644316,serial1d,phenoA,1,realpt,20
znorm,deme,9.0,9.0,250,0.1557789206848383,0.2073533265379573,0.0515744058531189,0.4153837493115623,0.2503592278219643,-0.165024521489598,0.165024521489598,0.4795048701298701,0.0031964536718381,0.2265035669413918,0.2896554358684145,0.2571784684649372,serial1d,phenoA,1,realpt,20
gamfit,distance,0.0,0.0,250,0.57800898133034,0.3331312531478174,0.2448777281825225,0.0785050079681575,0.1271780142882816,0.0486730063201241,0.0486730063201241,0.695362861301726,0.3551030727021584,0.0837686626916772,0.1109545490209677,0.0770358815622658,grid2d,phenoB,2,realpt,20
gamfit,distance,1.0,1.0,500,0.5920443069090636,0.3255517492122492,0.2664925576968144,0.1181039590564009,0.1227527679440389,0.004648808887638,0.004648808887638,0.5767215686274509,0.1925982360339987,0.1021432691811353,0.132485560648822,0.127545640520893,grid2d,phenoB,2,realpt,20
gamfit,distance,2.0,2.0,750,0.4010908301636723,0.3214808779517782,0.0796099522118941,0.2798753783241151,0.2728046404731479,-0.0070707378509672,0.0070707378509672,0.6734404859404859,0.2653392430888707,0.1673986870755669,0.2112172450391592,0.1910395850540968,grid2d,phenoB,2,realpt,20
gamfit,distance,3.0,3.0,1000,0.2014867788214925,0.5763129241310755,0.3748261453095829,0.282475252285118,0.2721768460433112,-0.0102984062418068,0.0102984062418068,0.654074939259084,0.2488235762816641,0.1567658565534272,0.1996365520524885,0.1905811948716875,grid2d,phenoB,2,realpt,20
gamfit,distance,4.0,4.0,1250,0.2071300656292062,0.4816807371526496,0.2745506715234433,0.209468477892833,0.2032518015010276,-0.0062166763918053,0.0062166763918053,0.6023775380503863,0.1310930684161415,0.1526186898023727,0.197425468785385,0.1548665093220817,grid2d,phenoB,2,realpt,20
gamfit,distance,5.0,5.0,1500,0.2705531763310242,0.2249723057856819,0.0455808705453423,0.1655905331478425,0.1649875917934551,-0.0006029413543873,0.0006029413543873,0.5819033503752855,0.0549674232379293,0.1250948376056564,0.1615969998419743,0.1297133319138498,grid2d,phenoB,2,realpt,20
gamfit,distance,6.0,6.0,1250,0.2783412237938454,0.2954800237989478,0.0171388000051023,0.1708671896025569,0.1579178613256428,-0.0129493282769141,0.0129493282769141,0.5993464815030926,0.1462747312872501,0.1221707031029297,0.1660591297717059,0.1349415010902932,grid2d,phenoB,2,realpt,20
gamfit,distance,7.0,7.0,1000,0.2187608035670991,0.4182217492746446,0.1994609457075455,0.1202614655961367,0.1187312335740731,-0.0015302320220636,0.0015302320220636,0.5702515097952571,0.0772103622944253,0.0965822152852008,0.1346694187046029,0.1080561879079234,grid2d,phenoB,2,realpt,20
gamfit,distance,8.0,8.0,750,0.3924322385267275,0.1641158461497195,0.2283163923770079,0.0961183200435407,0.0743387017099528,-0.0217796183335878,0.0217796183335878,0.8052734687350073,0.3651745553134538,0.081888794614098,0.1369730221644199,0.0822488886382862,grid2d,phenoB,2,realpt,20
gamfit,distance,9.0,9.0,500,0.3131734569158076,0.4383039647024342,0.1251305077866266,0.0932105382334514,0.0794009821015744,-0.0138095561318769,0.0138095561318769,0.5565111190270214,0.0632617945347249,0.0862388089558784,0.1338166216052727,0.0799322236380312,grid2d,phenoB,2,realpt,20
gamfit,distance,10.0,10.0,250,0.1106958769550891,0.422097480448688,0.3114016034935989,0.0283091851892107,0.0914253619147739,0.0631161767255631,0.0631161767255631,0.4654166666666666,9.389885942549196e-05,0.0757591079319816,0.0836311191576693,0.0423681187119448,grid2d,phenoB,2,realpt,20
gamfit,deme,0.0,0.0,250,0.57800898133034,0.3331312531478174,0.2448777281825225,0.0785050079681575,0.1271780142882816,0.0486730063201241,0.0486730063201241,0.695362861301726,0.3551030727021584,0.0837686626916772,0.1109545490209677,0.0770358815622658,grid2d,phenoB,2,realpt,20
gamfit,deme,1.0,1.0,250,0.3126101067866446,0.2722816500384352,0.0403284567482094,0.1518764170524797,0.1163000319057682,-0.0355763851467114,0.0355763851467114,0.5324389476994026,0.0733926432570772,0.0994238161009996,0.1356080829977833,0.1574683300883088,grid2d,phenoB,2,realpt,20
gamfit,deme,2.0,2.0,250,0.1253905466916499,0.1098483133445711,0.0155422333470788,0.1674404002646308,0.1706431498417492,0.0032027495771184,0.0032027495771184,0.5163043478260869,0.0142344624079643,0.1340570532827398,0.1701848219701837,0.1502671380867536,grid2d,phenoB,2,realpt,20
gamfit,deme,3.0,3.0,250,0.203030623278837,0.3819179523368812,0.1788873290580441,0.1565137239422878,0.1707311084866428,0.014217384544355,0.014217384544355,0.5141790173882601,0.0047632941619913,0.1360226669591938,0.175832389472327,0.137951920883126,grid2d,phenoB,2,realpt,20
gamfit,deme,4.0,4.0,250,0.293077278231864,0.3919638196827284,0.0988865414508644,0.0854195461041444,0.1190687119948964,0.033649165890752,0.033649165890752,0.4606521739130435,0.0302882290115105,0.0973480065409622,0.1242648028241423,0.076606304001726,grid2d,phenoB,2,realpt,20
gamfit,deme,5.0,5.0,250,-0.0032586811195699,0.2395392448025939,0.2427979259221638,0.1269879976149203,0.102872107533992,-0.0241158900809283,0.0241158900809283,0.595040137614679,1.768703596850999e-08,0.1033799617297029,0.1502150163164045,0.1112813837238241,grid2d,phenoB,2,realpt,20
gamfit,deme,6.0,1.0,250,0.8714785070314827,0.367117035502333,0.5043614715291496,0.0843315010603221,0.1292055039823097,0.0448740029219876,0.0448740029219876,0.6401222651222651,0.3695931308631748,0.104862722261271,0.1292876459161188,0.0976229509534771,grid2d,phenoB,2,realpt,20
gamfit,deme,7.0,2.0,250,0.2682572324684595,0.2400647093076344,0.0281925231608251,0.2203276674429925,0.2026451603661467,-0.0176825070768458,0.0176825070768458,0.5111579350636912,0.0856385590841991,0.1403310353990455,0.1791218025747721,0.1686549187318523,grid2d,phenoB,2,realpt,20
gamfit,deme,8.0,3.0,250,0.0570421223981383,0.2017769426337377,0.1447348202355994,0.1815305990192785,0.1729715955390216,-0.0085590034802569,0.0085590034802569,0.5314956503511162,0.0079926769300941,0.0972834140919488,0.1243571696265732,0.1524811653845057,grid2d,phenoB,2,realpt,20
gamfit,deme,9.0,4.0,250,0.1284865994493688,0.4601914348898335,0.3317048354404647,0.2123091663502161,0.1466038364026315,-0.0657053299475846,0.0657053299475846,0.4964096749811035,0.0007260439128798,0.1597704269069035,0.2161687044946981,0.1755982616588543,grid2d,phenoB,2,realpt,20
gamfit,deme,10.0,5.0,250,0.3338441485509348,0.393543049968225,0.0596989014172901,0.1576287193064408,0.1416468821255642,-0.0159818371808765,0.0159818371808765,0.5247296147770082,0.0281054508661039,0.112690474855732,0.1471784001367174,0.1318380610015572,grid2d,phenoB,2,realpt,20
gamfit,deme,11.0,6.0,250,0.1317713483792768,0.269031863550162,0.1372605151708852,0.064505449090692,0.1006445472250303,0.0361390981343383,0.0361390981343383,0.5514061779621945,0.0046757634066522,0.0739604361753995,0.0918426384828086,0.0388784928142695,grid2d,phenoB,2,realpt,20
gamfit,deme,12.0,2.0,250,0.8096247113309076,0.4944530973079067,0.3151716140230009,0.4518580672647221,0.4451256112115477,-0.0067324560531744,0.0067324560531744,0.5369054477946354,0.0677526751064227,0.2278079725449153,0.2697974796382241,0.2541966983436845,grid2d,phenoB,2,realpt,20
gamfit,deme,13.0,3.0,250,0.1894133607394402,0.3821407539546717,0.1927273932152315,0.3242166338188884,0.3529883497039187,0.0287717158850303,0.0287717158850303,0.5130653638315197,0.0027942157403822,0.1998969604520812,0.2361371253516913,0.2203233302232504,grid2d,phenoB,2,realpt,20
gamfit,deme,14.0,4.0,250,0.1483674864462077,0.2113238596523928,0.0629563732061851,0.1928970053534908,0.1853029725607066,-0.0075940327927842,0.0075940327927842,0.5249542124542125,0.0076030566292035,0.1271302922025658,0.1639583867163953,0.1399335811815232,grid2d,phenoB,2,realpt,20
gamfit,deme,15.0,5.0,250,0.2830554728767814,0.3501998424489983,0.0671443695722168,0.1308873112632927,0.1379446429233415,0.0070573316600488,0.0070573316600488,0.536123567513702,0.0021381963672225,0.1145152027558955,0.145519152136896,0.0972598481957919,grid2d,phenoB,2,realpt,20
gamfit,deme,16.0,6.0,250,0.3818532856066993,0.3412389108711546,0.0406143747355446,0.2397904335966247,0.2044463755325533,-0.0353440580640714,0.0353440580640714,0.4796475433387606,0.0178599190234354,0.1516880850150315,0.1946900967896647,0.1689556952372175,grid2d,phenoB,2,realpt,20
gamfit,deme,17.0,7.0,250,0.1954371350808173,0.2810330266452987,0.0855958915644814,0.1745055020210145,0.1891283488907474,0.0146228468697329,0.0146228468697329,0.5755736981465136,0.0136147696328772,0.1289953386743527,0.1628111037862301,0.1438884634949409,grid2d,phenoB,2,realpt,20
gamfit,deme,18.0,3.0,250,0.3564610088695547,0.4709342306939299,0.1144732218243752,0.4676400523600175,0.3920163304436617,-0.0756237219163558,0.0756237219163558,0.5595084920226455,0.026794489214879,0.1938603847104852,0.2393251655534433,0.2515683629958679,grid2d,phenoB,2,realpt,20
gamfit,deme,19.0,4.0,250,0.2509448131462103,0.3031021689528623,0.0521573558066519,0.2450455913657571,0.2542059330656408,0.0091603416998836,0.0091603416998836,0.5416297172135185,0.0097624895804601,0.1855463804118325,0.2282201756035721,0.1651694869880663,grid2d,phenoB,2,realpt,20
gamfit,deme,20.0,5.0,250,0.5464416581708051,0.1489049315967814,0.3975367265740237,0.1718234761315187,0.1922916336577737,0.0204681575262549,0.0204681575262549,0.6219108561341571,0.0745319257101094,0.1304925886391508,0.1602001366270848,0.1439435026710289,grid2d,phenoB,2,realpt,20
gamfit,deme,21.0,6.0,250,0.5660976826445342,0.2689392511695423,0.2971584314749919,0.1794303750645236,0.176476114164943,-0.0029542608995805,0.0029542608995805,0.5534953111679455,0.0494795635609672,0.1471798291599036,0.1935681435971172,0.1494063960512617,grid2d,phenoB,2,realpt,20
gamfit,deme,22.0,7.0,250,0.1822169656261332,0.3278139965757674,0.1455970309496341,0.1315165113218735,0.1123019818669289,-0.0192145294549446,0.0192145294549446,0.389470744309454,0.0035406477312691,0.1180612211844867,0.1580299097031615,0.1169632981711744,grid2d,phenoB,2,realpt,20
gamfit,deme,23.0,8.0,250,0.3841880310591446,0.2883597772913402,0.0958282537678043,0.2247247278285358,0.1309427108885962,-0.0937820169399395,0.0937820169399395,0.554821551132464,0.0279755503441147,0.1588014788240179,0.2208750369046851,0.1991075917654864,grid2d,phenoB,2,realpt,20
gamfit,deme,24.0,4.0,250,0.2147741508723801,0.3758344513699398,0.1610603004975597,0.3116710802905567,0.3110775534812627,-0.0005935268092939,0.0005935268092939,0.4613017040762705,0.0003786820855216,0.1932983429495996,0.2318331888980476,0.2170249127802387,grid2d,phenoB,2,realpt,20
gamfit,deme,25.0,5.0,250,0.0547348350996816,0.1505045327948629,0.0957696976951812,0.1788702827260294,0.1890240827645667,0.0101538000385373,0.0101538000385373,0.5250544662309368,0.0015103022169819,0.14152466733121,0.1754450926746694,0.1202726363949448,grid2d,phenoB,2,realpt,20
gamfit,deme,26.0,6.0,250,0.1743916343836922,0.2545320837096393,0.0801404493259471,0.2144296726373422,0.1594846217901222,-0.05494505084722,0.05494505084722,0.4644792590402995,0.0155400787347681,0.1381149502100968,0.1964830774459892,0.1659070441772611,grid2d,phenoB,2,realpt,20
gamfit,deme,27.0,7.0,250,0.4379502477538119,0.3281548316567361,0.1097954160970758,0.0758904693495111,0.0534008562242746,-0.0224896131252364,0.0224896131252364,0.6421293408192971,0.0058679892447275,0.0635188518128041,0.1083486969945395,0.0771671472429129,grid2d,phenoB,2,realpt,20
gamfit,deme,28.0,8.0,250,0.5021374520989161,0.3267358535642219,0.1754015985346942,0.0355623432899243,0.0583014581038711,0.0227391148139467,0.0227391148139467,0.7739071038251366,0.0456539600892579,0.0509988876096471,0.0686813643369077,0.0241404417064882,grid2d,phenoB,2,realpt,20
gamfit,deme,29.0,9.0,250,0.2277368091406631,0.3441884592186808,0.1164516500780176,0.110149782928489,0.12539575700886,0.0152459740803709,0.0152459740803709,0.5753687033135415,0.0047349698432347,0.1040482862688557,0.1383273537920288,0.0842686302878508,grid2d,phenoB,2,realpt,20
gamfit,deme,30.0,5.0,250,0.4085016244075127,0.2122679353712305,0.1962336890362822,0.2273454118448533,0.2261462017554929,-0.0011992100893604,0.0011992100893604,0.5332290132547863,0.0085990940713942,0.1479661303222469,0.1866403536114837,0.1736845594959519,grid2d,phenoB,2,realpt,20
gamfit,deme,31.0,6.0,250,0.137592167955025,0.0488207173924131,0.0887714505626118,0.1561800176236022,0.148537647915565,-0.0076423697080371,0.0076423697080371,0.4955242966751918,0.0001541288334497,0.0999102149542172,0.124356917511442,0.1515598771714561,grid2d,phenoB,2,realpt,20
gamfit,deme,32.0,7.0,250,0.0594388658076338,0.2767020641693146,0.2172631983616808,0.099133379692148,0.1200937473143416,0.0209603676221935,0.0209603676221935,0.4699519230769231,0.0016148597050224,0.0757534494691596,0.096556000950993,0.0942058427226654,grid2d,phenoB,2,realpt,20
gamfit,deme,33.0,8.0,250,0.2909712324221219,0.3851077267327557,0.0941364943106338,0.0280678890121619,0.0337719361373912,0.0057040471252292,0.0057040471252292,0.5642076502732241,0.0149323370033493,0.0358660174086291,0.0527438590523955,0.0234986324428841,grid2d,phenoB,2,realpt,20
gamfit,deme,34.0,9.0,250,0.3986101046909521,0.4293078906379906,0.0306977859470384,0.0762712935384137,0.0334062071942889,-0.0428650863441248,0.0428650863441248,0.5741304347826087,0.0099320620416809,0.0684293316429011,0.1291484402871069,0.0755958169882115,grid2d,phenoB,2,realpt,20
gamfit,deme,35.0,10.0,250,0.1106958769550891,0.422097480448688,0.3114016034935989,0.0283091851892107,0.0914253619147739,0.0631161767255631,0.0631161767255631,0.4654166666666666,9.389885942549196e-05,0.0757591079319816,0.0836311191576693,0.0423681187119448,grid2d,phenoB,2,realpt,20
linpc,distance,0.0,0.0,250,0.57800898133034,0.3312564496983871,0.2467525316319528,0.0785050079681575,0.0721747711893052,-0.0063302367788522,0.0063302367788522,0.6947390309835725,0.3050552682821582,0.0635416663691114,0.1067091218431502,0.0771778623915002,grid2d,phenoB,2,realpt,20
linpc,distance,1.0,1.0,500,0.5920443069090636,0.3511793250302217,0.2408649818788419,0.1181039590564009,0.1494402705933612,0.0313363115369603,0.0313363115369603,0.5781333333333334,0.190608795908137,0.1104258561045317,0.1361708101387458,0.1273756336321745,grid2d,phenoB,2,realpt,20
linpc,distance,2.0,2.0,750,0.4010908301636723,0.3997698777031469,0.0013209524605254,0.2798753783241151,0.2507874818573414,-0.0290878964667736,0.0290878964667736,0.5999522249522249,0.1481948185172275,0.1843720563035112,0.2345688684357081,0.2068619369895477,grid2d,phenoB,2,realpt,20
linpc,distance,3.0,3.0,1000,0.2014867788214925,0.4593886388326714,0.2579018600111789,0.282475252285118,0.2378610859090035,-0.0446141663761145,0.0446141663761145,0.6438290679164755,0.202036963567314,0.1635230022182616,0.2140647954196075,0.1959274040941722,grid2d,phenoB,2,realpt,20
linpc,distance,4.0,4.0,1250,0.2071300656292062,0.4667372216912058,0.2596071560619997,0.209468477892833,0.2211514641581858,0.0116829862653528,0.0116829862653528,0.6048870710165237,0.1271244717102159,0.1577315687528262,0.1977186532298193,0.1550437042273781,grid2d,phenoB,2,realpt,20
linpc,distance,5.0,5.0,1500,0.2705531763310242,0.4024879184843813,0.1319347421533571,0.1655905331478425,0.1947002656244247,0.0291097324765821,0.0291097324765821,0.5879881431523986,0.0588796587370888,0.1337735427283485,0.1654930204040108,0.1314762605005824,grid2d,phenoB,2,realpt,20
linpc,distance,6.0,6.0,1250,0.2783412237938454,0.2051289218514326,0.0732123019424128,0.1708671896025569,0.1529656653340983,-0.0179015242684586,0.0179015242684586,0.5462761115649434,0.033812186976961,0.1273815166697935,0.1751841964852486,0.1372290992721677,grid2d,phenoB,2,realpt,20
linpc,distance,7.0,7.0,1000,0.2187608035670991,0.2713281973472077,0.0525673937801086,0.1202614655961367,0.1106945423323386,-0.0095669232637981,0.0095669232637981,0.489063190455148,0.0004201658777922,0.1016381821415228,0.1425154892681999,0.1099340828354718,grid2d,phenoB,2,realpt,20
linpc,distance,8.0,8.0,750,0.3924322385267275,0.3002027028240858,0.0922295357026417,0.0961183200435407,0.0909983908575944,-0.0051199291859463,0.0051199291859463,0.3930913161682392,0.0355214459373949,0.1116898490426283,0.1606354218717989,0.0906615670402475,grid2d,phenoB,2,realpt,20
linpc,distance,9.0,9.0,500,0.3131734569158076,0.3145521723429466,0.0013787154271389,0.0932105382334514,0.0641579924187734,-0.0290525458146779,0.0290525458146779,0.5835835326446491,0.0033833733400035,0.0816348870948317,0.1336438806323369,0.0787184315536168,grid2d,phenoB,2,realpt,20
linpc,distance,10.0,10.0,250,0.1106958769550891,0.3087696366085566,0.1980737596534675,0.0283091851892107,0.0538899162276666,0.0255807310384559,0.0255807310384559,0.5245833333333333,4.158223250665043e-05,0.0468548572673587,0.0533851648098544,0.0388421192260291,grid2d,phenoB,2,realpt,20
linpc,deme,0.0,0.0,250,0.57800898133034,0.3312564496983871,0.2467525316319528,0.0785050079681575,0.0721747711893052,-0.0063302367788522,0.0063302367788522,0.6947390309835725,0.3050552682821582,0.0635416663691114,0.1067091218431502,0.0771778623915002,grid2d,phenoB,2,realpt,20
linpc,deme,1.0,1.0,250,0.3126101067866446,0.3530960991374192,0.0404859923507745,0.1518764170524797,0.1468765615867917,-0.004999855465688,0.004999855465688,0.5336966774971177,0.0728563304401884,0.1027197802600076,0.1323157812991481,0.155023476559863,grid2d,phenoB,2,realpt,20
