seed,scenario,divergence_gens,n_near_tags,n_far_tags,r2_near_pop0,r2_near_pop1,ratio_near,r2_far_pop0,r2_far_pop1,ratio_far,r2_far_pop1_het_neutral,ratio_far_het_neutral,r2_far_pop1_ld_destroy,ratio_far_ld_destroy,delta_ratio_near_minus_far,delta_ratio_het_intervention,delta_ratio_ld_destroy,r2_null_pop0,r2_null_pop1,mean_abs_maf_diff_near,mean_abs_maf_diff_far,delta_hetero_far_pop1_minus_pop0,beta_corr_far_pop0_vs_pop1
7,divergence,1000,385,385,0.5889235854455168,0.21298953832468337,0.36165903962490853,0.43420684187915826,0.03171113140453819,0.07303231627419529,0.05445090684176566,0.12540315257611623,5.250955150914422e-05,0.00012093211447773057,0.28862672335071327,0.05237083630192094,-0.07291138415971755,0.0006683125259041256,0.00661055096341488,0.07297050865800866,0.08116829004329006,-0.005998825983044742,0.16053215506489954
6,divergence,1000,381,381,0.4905872309432582,0.18187407399767266,0.3707272886984464,0.3512410842888381,0.12082517756313906,0.34399500220133755,0.15427120238319394,0.4392174187013135,0.00011722669367466784,0.0003337499481645722,0.026732286497108848,0.09522241649997593,-0.34366125225317296,0.016427763112870135,0.010228353217171091,0.07400235126859142,0.07224272747156606,0.0072378872644174586,0.30913644347285685
8,divergence,1000,389,389,0.5572108134402048,0.21486588835774453,0.38560968878397783,0.43523305344681706,0.053414581359244276,0.1227263897726261,0.06773317840544406,0.1556250791823665,0.0014125983130275493,0.003245613589869871,0.26288329901135177,0.03289868940974042,-0.11948077618275622,0.005148396382367935,0.007513752983434155,0.08091072193658955,0.07953700728363325,-0.003623604695533411,0.18581589743615926
1,divergence,5000,388,388,0.36080946103963335,0.1191667577321762,0.3302761446133095,0.35443179025887817,0.012951336762394844,0.03654112615839326,0.004797904181901988,0.0135368900695888,2.195230641979469e-06,6.1936618054945494e-06,0.29373501845491623,-0.023004236088804458,-0.03653493249658776,0.00379616981973781,0.00011272108434891675,0.12811936211340205,0.13674183848797253,-0.004263830608354807,0.04571245943820975
2,divergence,5000,390,390,0.5216014601090367,0.18645825858073248,0.3574726545852744,0.3808786237866118,0.013676716528968876,0.035908333192863275,0.013370792849989533,0.03510512802493362,0.00018116091375636198,0.00047563948838950286,0.3215643213924111,-0.0008032051679296576,-0.03543269370447377,0.0032617395809655327,1.8956095232117874e-07,0.13443135683760685,0.15604700854700854,-0.018428898682336214,0.07217299920955292
3,divergence,5000,389,389,0.5530352001025449,0.038574391799542196,0.06975033739694987,0.37036691281319783,0.026569789512255724,0.07173910139661084,0.030556367896166257,0.08250296351817471,0.00054821589816741,0.0014801967432871467,-0.0019887639996609696,0.010763862121563869,-0.0702589046533237,0.0018851097112525103,0.0016420458288082579,0.13139031705227078,0.13422557840616967,0.01348109602613537,0.12750833412584076
5,divergence,5000,386,386,0.48202520568248447,0.1393229166021679,0.28903657933179017,0.2980487012120159,0.02698164427202954,0.09052763579344117,0.03602454318535743,0.12086797573303801,0.0001936047770672394,0.0006495743020517957,0.198508943538349,0.03034033993959684,-0.08987806149138937,0.0005119621579067958,0.008030182637474542,0.14804889896373058,0.15722528065630398,0.0003922481064695116,0.10117078624889812
6,divergence,5000,390,390,0.5984986993792125,0.09005621158945992,0.1504701876259212,0.464658379175607,2.7886072847948143e-05,6.001413962968532e-05,0.002482604307015036,0.005342859223629308,1.2775884949260156e-05,2.7495221267562256e-05,0.15041017348629152,0.005282845083999623,-3.2518918362123065e-05,3.224261729392612e-05,0.0075406155221348975,0.148775641025641,0.14100641025641028,0.009126222400284906,0.026808916298127487
4,divergence,5000,381,381,0.433581306015846,0.17356101863666124,0.4002963601717601,0.3068989660626348,0.0069217233241515765,0.022553752503483272,0.03430981953887459,0.1117951617076231,0.001400442124782525,0.004563202485656826,0.37774260766827683,0.08924140920413984,-0.017990550017826446,0.007162651783777964,0.0033868330608215714,0.1343030949256343,0.14156523403324583,0.009473544412091695,0.147581602467294
7,divergence,5000,387,387,0.5825291405061956,0.11616847854678042,0.19942088810498723,0.49073734933706187,0.01681936507175992,0.0342736600229863,0.0033358248667267887,0.006797576893695093,8.787561965827052e-06,1.7906853793986107e-05,0.16514722808200094,-0.027476083129291205,-0.03425575316919231,0.012141723932339013,0.0027136396009864202,0.15089201119724374,0.13845634151593456,-0.008147160146156351,-0.015805848516470537
8,divergence,5000,382,382,0.49599998626330316,0.12282490347439014,0.2476308606371375,0.4081885440006893,0.007727538035175562,0.01893129571799671,0.0021660477539594356,0.005306488351509879,0.0008147283994937841,0.001995960963305252,0.22869956491914079,-0.013624807366486833,-0.01693533475469146,0.002465924073237128,0.00032088307629478955,0.1422183136998255,0.137667157504363,-0.008686743121455037,0.0185186924445672
